city,area,rooms,bathroom,parking_spaces,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),total_(BRL)
1,150,4,5,2,0,1,1100,2860,360,37,8.379768515504566
4,160,3,2,1,0,1,185,7693,223,116,9.014082149443356
4,334,3,3,8,0,1,0,8600,209,130,9.09829086816756
4,330,4,3,0,0,1,0,9800,750,148,9.278092474027002
2,38,1,1,0,0,0,190,1800,20,27,7.61972421378267
0,280,4,7,4,1,1,350,3000,642,40,8.302265794873367
4,200,3,3,2,0,1,2000,6500,417,83,9.105090961257085
4,100,4,5,2,0,1,2400,8500,500,108,9.351058378915061
3,80,2,1,0,0,0,515,1400,101,19,7.618742377670413
4,267,3,6,6,0,1,0,4800,470,73,8.583729715216482
3,130,3,1,1,0,1,1000,3500,184,46,8.461891875631148
0,70,2,3,1,0,0,700,2450,165,33,8.116417072794205
4,213,3,5,5,0,1,3800,6200,0,79,9.218407743053941
4,35,1,1,0,1,1,0,780,40,12,6.725033642166843
0,312,4,5,4,0,1,3150,15000,1747,200,9.908524844053396
4,160,3,4,3,0,1,2087,2500,298,32,8.500657222776137
4,22,1,1,0,0,1,295,2000,44,26,7.768956044538332
4,400,4,4,3,0,0,3000,10000,0,127,9.482731125859004
4,45,1,2,1,0,1,495,2100,99,27,7.909122183211411
4,237,4,4,0,1,1,3168,8000,1031,102,9.417435838868785
4,180,3,3,0,0,1,0,13000,715,196,9.54043517305957
4,30,1,1,0,1,1,349,1805,0,23,7.686162303492906
4,13,1,1,0,0,1,0,2200,42,28,7.7279755421055585
4,140,4,4,2,0,0,0,6800,107,103,8.855235623206967
0,62,2,1,1,0,1,100,1050,84,14,7.130098510125578
3,76,2,1,0,0,1,625,1000,50,13,7.4318919168078
4,220,3,4,4,0,1,1587,4250,711,54,8.79527937019457
1,143,3,3,2,0,1,1600,3300,250,42,8.555066843844319
1,44,2,1,0,0,1,272,650,0,9,6.837332814685591
4,90,3,2,1,0,1,934,1450,65,19,7.81156848934518
0,190,4,3,3,0,0,1384,4800,357,64,8.795733605950735
4,79,2,3,1,0,1,2500,3100,500,40,8.722742874329398
4,45,1,1,2,0,1,695,1800,170,23,7.896924656268864
1,73,3,2,2,0,1,570,2400,125,31,8.047829357457841
4,168,3,4,5,0,0,1610,3600,190,46,8.602820277383675
4,95,3,2,3,1,1,687,2500,41,32,8.089789175789319
2,180,2,2,1,0,1,170,2001,25,30,7.708410667257367
2,65,2,2,0,1,1,485,1390,87,21,7.592870287844818
0,110,4,2,0,0,1,0,1850,0,31,7.540090320145325
4,58,1,1,1,0,0,750,4700,200,60,8.650149418664864
0,15,1,1,0,0,1,45,665,0,9,6.579251212010101
4,213,4,3,5,0,1,0,3900,298,59,8.356554845453426
4,162,4,4,3,1,1,1500,5500,891,70,8.982435503560263
4,49,1,1,0,1,0,443,3800,89,49,8.385260520155413
4,32,1,1,0,0,1,0,1400,0,18,7.257707677160043
0,78,3,2,2,0,1,875,2300,229,31,8.142063283104147
2,240,4,4,2,0,1,0,5000,630,89,8.651724084373843
1,150,3,2,1,0,1,0,1320,167,20,7.318539548567902
0,60,2,1,1,0,1,275,1200,97,16,7.370860166536716
0,160,3,2,3,1,1,460,3500,177,47,8.339261982923576
4,74,2,2,2,0,1,1100,3400,163,44,8.457018468380168
4,280,4,4,8,0,1,0,7040,688,106,8.966356154790121
2,42,1,1,0,1,1,320,850,21,13,7.094234845924755
2,102,3,2,5,0,1,0,2975,103,53,8.049427057110695
4,123,3,2,2,0,1,1342,2174,283,28,8.250097752572845
2,50,2,1,1,0,1,0,1000,25,18,6.950814768442584
4,125,3,2,2,0,1,0,1700,5,26,7.4570320891223805
2,240,3,2,4,0,1,0,5500,500,98,8.715880102296456
4,85,3,2,3,0,0,1100,1999,153,26,8.095293776844649
0,260,4,5,4,0,1,2405,15000,153,200,9.784760321267326
4,22,1,1,0,1,1,0,870,0,14,6.785587645007929
4,278,3,2,1,0,1,2640,7800,601,99,9.318387276059317
4,18,1,1,0,0,1,400,1130,30,15,7.362645270417825
3,196,3,4,1,0,1,1500,5500,500,71,8.932212512329214
4,26,1,1,0,0,1,200,3500,1,45,8.228710798793687
4,100,4,2,2,0,1,0,3500,42,53,8.18757739559151
4,460,4,3,6,0,1,4400,10000,1667,127,9.692210811286753
4,189,4,3,2,1,0,2300,6500,584,83,9.155672970633875
4,226,3,3,0,0,0,0,6000,34,91,8.72029728739272
4,418,2,4,3,1,1,5274,6875,117,88,9.421492310438014
1,660,5,5,4,0,1,1400,5000,1000,76,8.919586920999915
1,120,1,2,1,0,1,0,1112,0,17,7.029972911706386
4,70,2,1,1,0,1,484,1100,20,14,7.389563953677635
4,400,10,5,8,0,1,0,10900,1417,164,9.431962766918454
1,82,3,3,2,0,1,550,1500,153,20,7.707062655370473
4,210,3,4,4,0,0,2000,15000,1000,191,9.808682245262217
4,92,3,2,2,0,1,660,1900,105,25,7.897668150726906
0,64,3,1,0,1,1,215,1400,27,19,7.415776975415394
2,35,2,1,0,1,0,0,1350,0,20,7.223295679562314
4,120,2,2,2,0,1,0,2690,226,41,7.992268643270745
4,16,1,1,0,1,1,0,1200,59,16,7.151485463904735
2,60,2,1,0,0,1,300,950,0,14,7.142827401161621
1,223,3,5,2,0,1,1400,3300,290,42,8.52377150677636
4,50,1,1,0,1,1,0,800,0,13,6.70196036600254
2,30,1,1,0,0,1,400,940,35,14,7.237059026124737
4,111,2,2,1,1,1,1400,3500,175,45,8.54110501146255
4,290,4,3,2,1,0,2890,7150,862,91,9.3048320350689
1,80,3,1,1,0,1,380,1328,50,10,7.478169694159785
4,353,4,5,5,0,1,3000,10000,0,127,9.482731125859004
4,55,2,1,1,0,1,635,1990,80,26,7.912789220690681
1,49,2,1,1,0,1,263,1000,38,13,7.181591944611865
3,50,2,1,0,0,1,450,850,21,11,7.195187320178709
4,182,4,4,2,0,1,2965,6000,605,77,9.174505918966966
4,42,1,1,1,0,0,565,3800,24,49,8.398184404834035
4,500,5,7,5,0,1,5500,14000,2084,178,9.987874655796293
4,56,1,1,0,1,1,0,1200,48,19,7.145196134997171
3,170,3,2,1,0,1,2000,4600,384,60,8.86007342433278
4,160,3,3,2,0,1,2000,5000,570,64,8.940498217652733
4,70,1,1,2,0,1,0,1300,63,20,7.232733136177615
1,120,2,1,4,0,1,0,2400,59,37,7.822845290279774
3,65,2,1,1,0,0,550,1650,0,22,7.706612913964197
4,300,4,4,6,1,0,4000,5500,1180,70,9.282754052485227
4,140,3,2,2,0,0,1050,12000,209,153,9.50383054471094
4,108,2,3,2,0,1,450,2100,250,32,7.949091499830517
2,220,3,3,4,0,1,0,2500,2360,45,8.498214224818435
4,157,3,3,4,0,1,1300,4900,725,63,8.85209276347713
4,101,3,4,2,0,1,1300,3120,340,40,8.476579508530941
4,87,3,2,4,0,1,800,2000,67,26,7.970394907191429
1,123,3,2,2,0,1,834,2000,148,26,8.009363076630045
4,67,1,2,1,0,0,815,2479,117,32,8.144388865547622
4,200,3,3,8,0,1,0,4480,509,68,8.52872642722991
4,48,2,1,1,0,1,545,1720,0,22,7.7354333524996886
0,51,2,1,1,0,1,260,700,27,10,6.905753276311464
4,54,2,1,1,1,1,245,1300,4,17,7.356918242356021
4,280,3,3,2,0,0,3000,5650,692,72,9.150059441091253
4,172,3,4,3,0,0,1650,7800,890,99,9.25349564229011
4,136,3,2,2,0,0,1259,15000,374,191,9.730383384791782
4,300,4,2,0,0,1,6000,15000,834,191,10.000205831412565
4,26,1,1,0,0,0,250,2300,42,30,7.872073979866873
3,52,1,1,0,0,1,477,1172,50,16,7.447751280047908
3,72,2,2,1,0,1,500,1200,5,16,7.451241684987676
3,240,3,3,1,0,0,2300,7000,417,91,9.191055610564316
4,100,3,2,6,0,1,0,7500,1000,113,9.061144065614055
3,145,3,3,2,1,1,4000,11960,0,155,9.687878048875998
4,60,2,2,2,0,1,165,1950,67,30,7.70210434005105
2,260,2,2,1,0,1,170,2000,25,30,7.70796153183549
0,28,1,1,0,1,0,550,1100,0,15,7.418180822726788
1,25,1,1,0,1,1,300,1000,0,13,7.1808311990445555
4,45,2,1,1,0,1,300,1920,34,25,7.731930721948486
0,115,3,2,2,0,1,450,1950,133,26,7.847762537473608
2,48,2,1,0,0,1,468,800,28,12,7.1770187659099
4,150,3,3,8,0,1,0,8000,1084,121,9.127610724377186
4,160,4,3,2,0,1,0,3800,250,58,8.32093496888341
4,700,4,4,4,0,1,0,10000,21880,151,10.37477161168151
4,340,4,6,4,1,1,4800,7650,1667,97,9.561771591591862
3,25,1,1,0,0,1,561,1513,0,7,7.641084249174914
4,79,3,2,2,0,1,652,1290,90,17,7.6255950721324535
4,35,1,1,1,0,1,530,1600,134,21,7.734558844354756
4,270,3,4,0,0,1,0,3500,165,45,8.219056661060598
4,156,3,4,3,1,1,1417,5000,500,64,8.851090687664982
4,50,1,1,1,0,0,600,2800,0,20,8.137688184977605
4,60,1,1,2,1,1,3398,1900,288,25,8.632662441222351
4,140,3,4,3,0,1,1100,4000,489,51,8.637816633739977
4,53,1,1,0,1,1,170,1680,68,22,7.57095858316901
4,200,4,4,4,0,1,0,4220,450,64,8.462737005620179
0,125,4,2,2,1,1,1100,2100,267,28,8.159374736775426
4,160,3,4,3,0,0,0,9350,0,141,9.158204617555654
1,300,4,5,3,0,1,1650,9500,459,121,9.369990189505721
0,175,3,3,2,0,0,400,3700,205,50,8.37930948405285
3,158,3,2,2,0,0,2000,8000,445,104,9.263975921142093
3,110,3,2,1,0,1,1200,2850,259,37,8.377241230988792
4,168,3,2,2,0,1,0,2500,152,38,7.897668150726906
4,120,3,1,2,1,1,0,3500,117,53,8.208219383496834
0,230,4,3,4,0,0,3100,15000,1500,200,9.893487720457795
4,255,3,4,2,0,0,2600,6000,500,77,9.124564594954778
4,23,1,1,1,0,1,472,2300,59,30,7.959275960116396
4,120,3,2,1,1,1,870,2500,160,32,8.178358165605836
4,45,1,1,2,0,1,695,1800,170,23,7.896924656268864
0,154,3,2,1,0,1,300,2000,159,27,7.818832443803404
3,50,1,1,1,1,0,0,4520,0,59,8.429454277108231
3,104,3,2,2,0,0,1549,7000,337,91,9.102532419341877
4,50,2,1,1,0,1,978,2430,124,31,8.1786387885907
2,75,2,2,1,0,1,383,1400,117,21,7.561121589530238
4,145,3,2,1,0,0,1017,2000,12,26,8.024862150286411
4,211,3,5,3,0,0,2500,7000,750,89,9.243871855184976
4,30,1,1,0,1,1,0,2060,0,27,7.643961949002529
1,170,4,3,1,1,1,1470,3700,0,47,8.559869465696673
4,86,2,2,1,0,1,690,1900,93,25,7.904334842085095
3,230,3,4,3,0,1,2000,3000,556,39,8.629807335785372
4,61,1,2,2,1,0,2200,4000,250,51,8.779865100863852
4,383,4,4,5,1,1,2189,3004,709,39,8.689801056022553
4,210,3,3,0,0,1,0,5500,734,83,8.75115798136203
4,60,2,2,1,1,0,916,5650,59,72,8.80956425335415
4,213,4,6,4,0,0,3200,8500,970,108,9.455714972131714
2,93,2,2,3,0,0,873,3900,224,57,8.528133131454572
4,50,1,1,1,1,0,781,5300,212,68,8.758098072309089
4,149,2,3,3,0,1,1603,4500,883,58,8.86007342433278
4,410,4,5,5,0,1,0,20000,0,254,9.915959454031448
4,40,1,1,1,0,0,474,3175,105,41,8.241703159729818
3,46,1,1,0,0,0,659,1500,101,20,7.732369222284388
4,378,4,4,8,0,0,0,10000,1334,151,9.349319399257634
4,60,2,2,2,0,0,760,3800,132,49,8.464214266625351
3,180,2,3,1,0,0,2500,8500,700,110,9.376786579611847
0,70,2,2,2,1,1,300,1450,94,20,7.5310163320779155
4,68,2,1,1,0,1,0,2100,0,27,7.662937850461535
3,85,2,2,1,0,1,763,1800,78,24,7.888334500738654
0,140,4,2,2,0,1,450,2281,221,31,8.001019961323651
0,52,2,2,1,1,1,360,1650,86,22,7.6586995582682995
2,63,2,2,0,1,0,400,2600,109,38,8.054522609537294
4,65,2,2,2,0,0,1084,3300,207,42,8.441175704992322
0,60,3,1,1,0,1,348,950,63,13,7.226209010100671
0,27,1,1,0,1,1,0,1167,334,16,7.325148957955575
4,260,4,4,3,1,1,3500,15000,1417,191,9.909022208034603
4,44,1,1,1,0,1,400,1200,0,16,7.388327859577107
4,170,3,3,2,0,1,0,4850,334,73,8.567506005289827
4,118,3,2,1,1,1,1116,4775,185,61,8.722254235179681
4,114,3,2,2,0,1,900,3780,100,48,8.482394685873542
0,154,4,2,2,0,1,1465,2800,305,38,8.435766192720509
3,108,3,1,1,1,0,2300,15000,334,194,9.788693794534046
4,147,3,2,2,0,0,1313,3600,414,46,8.589327789175437
4,365,3,4,3,0,1,3700,12000,1250,153,9.746892220313054
2,109,3,2,1,0,0,681,2423,193,36,8.111928063310739
0,148,3,3,2,0,0,284,2500,104,34,7.980365765111246
4,250,3,4,2,0,1,0,6000,75,91,8.726967774991493
1,79,2,1,1,1,1,245,1000,25,13,7.157735484249907
3,66,2,1,1,0,1,997,2400,179,31,8.190908881182514
1,54,1,1,1,1,1,0,1370,31,18,7.258412150595307
1,87,3,1,1,0,1,730,1200,64,16,7.606387389772652
4,640,4,4,4,0,0,5400,10200,1584,130,9.75909741657673
4,71,2,1,0,0,0,613,1040,0,14,7.419380582918692
4,35,1,1,1,1,0,886,1250,90,16,7.715569534520208
4,57,2,2,1,1,0,584,2300,50,30,7.994632311431825
4,38,1,1,0,1,1,480,1220,25,16,7.462789157412448
3,70,2,2,1,0,1,990,3700,122,48,8.488999457045455
4,350,2,4,8,1,1,0,3300,450,50,8.24301946898925
3,300,4,3,2,1,0,2500,12000,750,155,9.642836819135377
2,80,2,2,0,0,1,430,1320,121,20,7.545389749611823
3,160,3,3,1,0,1,1050,2900,317,38,8.367764677924308
2,117,3,2,2,0,1,1564,5500,167,81,8.89740886527095
2,112,3,2,2,0,0,800,4100,100,60,8.529319371214077
3,100,2,2,1,0,1,0,1870,0,29,7.549609165154532
3,160,4,2,1,0,1,1500,4230,0,55,8.66319648553608
2,68,2,1,0,0,1,270,700,19,11,6.90875477931522
4,530,4,4,4,1,1,3857,5000,1636,64,9.264923249746474
4,210,3,2,2,0,0,0,3500,101,53,8.203851372183879
3,33,1,1,0,1,0,600,3300,100,25,8.300528606199737
4,40,2,1,0,0,1,348,1100,0,14,7.288244401020124
0,200,5,5,8,0,1,0,6000,1017,99,8.87024156729927
4,58,2,1,2,0,1,383,1360,0,18,7.474204806496124
4,120,3,3,2,0,1,1800,3400,134,44,8.590257762273243
4,162,3,4,0,0,1,0,3200,267,49,8.165363632473982
4,301,4,5,4,0,0,4265,12500,1600,159,9.826660502422802
4,40,1,1,0,1,1,150,1800,38,23,7.60688453121963
3,45,1,1,0,0,1,750,1000,34,13,7.494430215031565
3,135,3,2,1,0,1,1940,3060,428,40,8.606851063346772
4,135,3,2,1,0,1,1378,3290,279,42,8.515191188745565
2,102,3,2,2,0,0,1125,5525,225,81,8.847503625923641
4,76,2,2,2,0,1,978,1400,123,18,7.832014180505469
4,180,4,1,1,0,1,2420,8500,400,108,9.344084242025778
0,72,2,2,1,0,1,0,1250,66,21,7.198931240688173
4,128,2,3,1,0,1,755,4339,85,55,8.563122123304638
1,60,3,2,0,0,1,350,2362,88,30,7.9483852851118995
4,44,1,1,0,0,0,450,2500,30,32,8.0106915391303
4,189,3,3,1,0,1,2143,5800,371,74,9.034676602846295
2,450,6,2,8,0,1,0,4000,197,72,8.35936910622267
4,286,4,4,5,0,1,0,10800,1125,163,9.400216653174247
4,276,4,6,4,0,0,3450,4500,1713,58,9.1821466376054
4,60,1,2,1,1,0,844,3800,0,49,8.454040376410969
4,40,1,1,0,1,1,0,880,48,14,6.849066282633458
3,57,2,2,1,0,1,600,1800,0,24,7.793586803371584
1,45,1,1,1,0,1,521,600,38,8,7.0630481633881725
4,42,1,1,1,1,0,712,3500,22,45,8.361708288575842
3,68,2,1,1,0,1,560,1100,42,15,7.4489161025442
3,120,3,2,1,0,1,1650,4800,355,62,8.834628222017367
4,360,4,4,2,0,1,3340,11050,0,141,9.584039577320695
4,140,2,1,0,0,1,0,1650,167,25,7.519149957669823
4,35,1,1,0,0,1,0,1100,30,14,7.0431599159883405
4,16,1,1,0,1,1,0,910,0,12,6.827629234502852
1,110,3,1,1,0,1,780,1100,108,9,7.599901959208498
1,69,2,1,1,1,1,485,980,60,13,7.338888133838879
0,59,2,2,0,1,0,510,1400,112,19,7.621684998724611
4,336,4,4,6,0,1,0,7677,950,116,9.076123029856374
4,210,4,4,3,0,0,2800,5000,917,64,9.080459451121662
4,242,4,5,4,0,0,3270,12000,930,153,9.702044336534586
2,28,1,1,0,0,1,350,550,21,9,6.836259277277067
4,220,4,3,3,1,0,4208,9000,1203,115,9.584039577320695
2,62,3,2,1,1,1,485,1629,54,24,7.693025748417888
3,111,3,2,2,0,0,1100,3500,325,46,8.511577452630602
1,159,3,2,2,0,1,1000,2500,334,32,8.260234291607297
3,70,2,2,0,0,0,690,2250,100,29,8.029432840581244
4,150,3,2,2,0,1,1181,2000,384,26,8.18646442942209
4,50,1,1,1,0,0,776,4000,126,51,8.507950610049305
4,450,3,3,8,0,0,0,5015,400,76,8.61104776688786
0,64,2,1,1,0,1,252,850,78,12,7.084226422097916
4,600,5,7,5,0,1,0,5200,155,79,8.60061479955531
4,70,1,1,0,0,1,430,3200,109,41,8.237743803890933
4,76,3,2,0,0,1,1160,1240,95,16,7.828834527588089
4,280,3,3,4,0,1,0,6520,834,99,8.916506080039204
4,172,2,4,3,0,1,1400,11000,775,140,9.497097016351463
4,246,3,4,4,0,0,3800,12000,750,153,9.723223876851618
4,64,2,1,1,0,1,400,1500,101,20,7.611842399580417
0,30,1,1,0,1,1,0,550,0,8,6.326149473155099
4,80,3,2,1,0,1,0,2170,47,33,7.719129840906732
3,87,3,1,1,0,1,786,1800,159,24,7.926602599181384
2,50,1,1,1,0,1,250,800,0,12,6.968850378341948
2,50,1,1,0,0,1,400,800,20,12,7.117205503164344
4,30,1,1,0,1,1,0,1850,167,28,7.6236419465115715
4,43,1,1,0,0,1,219,1472,42,6,7.461640392208575
4,300,3,4,0,0,0,0,10000,2000,151,9.405166749908611
1,58,1,2,1,1,1,850,750,40,10,7.409136443920128
4,30,1,1,1,1,1,1379,1660,18,22,8.03268487596762
4,54,2,1,0,1,1,571,1700,135,22,7.795234929002173
3,80,2,2,1,1,1,1050,3500,167,46,8.46884293047519
2,62,2,2,1,0,1,480,1600,9,24,7.656337166430183
2,66,2,2,0,0,1,550,1200,50,18,7.506042178518122
4,80,2,2,1,0,1,400,1500,36,20,7.579167967396076
4,560,4,4,7,0,1,8600,15000,5000,191,10.267818117285737
4,30,1,1,1,0,0,500,3900,84,50,8.419580362549237
4,50,1,1,0,0,1,0,1600,0,25,7.3938782901077555
3,81,2,2,1,0,0,615,3500,225,46,8.386400901166214
4,218,4,4,4,1,1,2488,4930,1454,63,9.097843340749037
1,54,2,1,2,0,1,300,1200,46,16,7.354362330421477
3,60,2,1,0,1,1,0,1200,0,19,7.106606137727303
0,100,3,1,1,0,1,150,1200,0,16,7.220373836723949
4,156,2,3,2,0,0,2040,13590,292,173,9.68601538845915
4,300,3,4,3,0,0,3000,4000,0,51,8.861066543517762
4,39,1,1,1,1,0,680,2500,115,32,8.1101268019411
4,150,4,3,4,0,1,0,3000,500,46,8.173857454773621
4,140,2,3,4,0,0,2300,6170,417,79,9.101306450952048
4,240,4,4,3,0,1,2800,4200,792,54,8.967886572127473
4,70,2,1,0,0,1,0,1300,70,20,7.237778191923443
1,462,4,7,4,0,1,0,5000,590,76,8.64241515616962
1,67,3,1,1,1,1,351,890,40,12,7.165493475060845
0,100,2,1,0,0,1,0,1200,63,20,7.157735484249907
0,113,3,3,1,0,1,350,1100,88,15,7.348587530927593
4,99,3,2,1,0,1,390,2500,90,32,8.0106915391303
4,120,2,1,1,0,1,0,2100,175,32,7.744136627627991
4,110,3,2,3,0,1,0,2600,400,40,8.019941687677365
2,38,1,1,1,0,1,342,980,51,15,7.236339342754344
1,100,3,1,1,0,1,999,1090,94,14,7.6953031349635665
3,135,4,2,2,0,1,1378,4200,468,55,8.716371865276615
3,130,3,2,1,0,0,1338,3250,450,42,8.533263371593732
0,80,3,2,1,0,1,305,1200,122,16,7.404887575616125
4,300,3,2,5,0,1,0,11500,2000,173,9.523032079931992
0,72,2,1,2,1,1,195,1300,97,18,7.384610383176974
4,70,3,2,2,0,1,1058,1659,44,22,7.931644021454311
4,395,4,4,3,0,0,2137,15000,834,191,9.807031716718498
2,540,6,8,3,0,1,0,15000,467,267,9.663388566822505
4,318,4,6,4,0,0,3450,10160,0,129,9.528139343331775
0,42,2,1,1,0,1,170,900,27,12,7.01211529430638
3,52,1,1,1,0,1,613,1400,22,19,7.628031126930335
4,167,3,2,1,0,1,1787,10850,532,138,9.496346040047019
4,50,1,1,0,1,1,467,1209,129,8,7.503289630675082
1,65,2,2,1,1,1,412,1000,45,13,7.293697720601438
4,140,4,4,3,0,1,1800,3600,583,46,8.704502289721232
4,92,3,1,1,0,1,340,1600,4,21,7.583756300707112
0,150,4,3,3,1,1,1200,3300,293,44,8.484256691169973
1,60,1,1,0,0,1,250,1300,75,17,7.404279118037268
0,308,4,5,6,0,0,2000,13500,173,180,9.670987868797893
4,159,2,3,1,1,0,1276,3230,49,41,8.433159195806228
4,240,3,5,4,0,1,0,7500,459,113,8.996280439395015
2,65,3,2,0,1,1,450,1690,86,25,7.719573989259581
4,200,3,2,2,0,1,0,5000,167,76,8.56483984488359
1,130,3,5,2,0,1,1170,3610,209,46,8.524367395164237
3,21,1,1,0,0,1,519,1200,0,16,7.459338895220296
4,68,2,1,1,0,1,525,1600,142,21,7.735870319952567
2,40,1,1,0,0,1,450,900,38,14,7.246368080102461
0,310,4,3,6,0,1,0,3100,187,51,8.113426639943654
1,103,2,1,1,1,1,635,1060,84,14,7.492203042618741
3,650,5,7,4,0,0,4100,15000,4241,229,10.067772421843932
1,30,1,1,0,1,0,380,500,10,7,6.8001700683022
0,155,4,5,3,1,1,1200,5000,593,67,8.833608482690892
4,107,2,2,1,0,1,400,2600,0,33,8.017637159908478
4,340,4,5,5,0,0,5200,12000,3400,153,9.940349717268694
0,70,3,1,0,1,1,275,1200,104,16,7.3752557780097545
0,58,2,2,1,0,1,310,950,86,13,7.215239978730097
4,70,3,2,1,1,0,569,3300,159,42,8.31164394850298
4,240,3,3,0,0,1,300,4300,292,65,8.508757712595136
3,130,3,2,1,0,1,1300,2800,300,37,8.39795910349254
4,310,5,6,5,0,1,6900,10000,1834,127,9.844851577051172
3,60,1,1,1,0,1,731,1300,54,17,7.6511201757027
4,319,4,6,5,1,1,5000,10050,2900,128,9.802616942151154
2,81,2,1,0,0,1,350,1150,5,17,7.328437352895162
0,306,3,5,0,0,1,0,8000,0,132,9.003685138166775
4,113,2,2,1,0,1,1000,3000,50,39,8.316300249036848
4,280,3,4,2,1,1,4000,6000,1059,77,9.318387276059317
4,270,3,3,3,0,1,2800,13000,959,165,9.736310733068626
4,78,2,1,1,0,1,645,2000,35,26,7.903596289614301
4,60,1,2,1,0,1,0,1500,30,23,7.348587530927593
4,30,1,1,0,0,1,0,750,59,12,6.71174039505618
3,58,2,1,1,0,1,594,800,77,11,7.301822342137932
3,65,1,1,0,0,1,350,1800,30,24,7.6984827878809465
4,58,1,1,1,1,1,580,1740,75,23,7.791109510610028
4,22,1,1,0,0,1,385,2100,40,27,7.845024417241484
4,32,1,1,1,1,0,811,3200,174,41,8.34924780056679
1,176,3,5,3,0,1,1350,5200,442,66,8.862058677395472
0,350,7,5,4,0,1,0,7500,357,123,8.984818995876008
4,260,4,4,2,0,0,2570,4400,584,56,8.937349848267392
4,100,2,1,0,0,1,0,2300,198,35,7.837554360881084
3,65,1,1,0,1,0,750,3500,142,46,8.398184404834035
3,600,7,6,1,1,0,1300,15000,1167,194,9.779114097696372
3,300,4,3,1,0,1,0,5000,367,77,8.602453035367061
4,430,4,3,4,0,1,0,8500,1427,128,9.21642184229205
4,260,5,5,4,1,1,4000,8000,2620,102,9.597030324758013
0,211,3,4,3,1,1,0,8400,292,138,9.086023537468803
1,103,3,2,1,1,1,885,1800,113,23,7.945201132412759
2,62,2,2,0,0,1,400,1556,100,23,7.640123172695364
3,80,2,2,1,0,0,1100,3499,205,46,8.486940148245216
4,60,1,1,1,1,1,0,1180,0,18,7.089243155027514
4,27,1,1,0,1,1,1404,3500,1,45,8.507344855361422
4,486,4,6,5,1,1,4614,4861,3772,62,9.496346040047019
4,40,1,1,1,0,0,480,1680,102,22,7.734121303328305
3,60,2,1,0,0,0,806,2800,97,37,8.227108234348146
3,64,2,2,0,0,1,665,2200,104,29,8.00603417874901
1,660,5,7,4,0,1,5381,10000,1100,127,9.717820405491077
4,62,3,2,1,0,1,487,2400,54,31,7.997326822998097
2,50,2,1,1,0,1,180,946,0,14,7.039660349862076
4,380,3,4,4,0,1,0,8000,952,121,9.113168460223909
1,134,3,3,2,1,1,1000,2500,177,32,8.21878715560148
4,74,2,2,0,0,0,1105,3600,210,46,8.509564164251746
0,68,2,2,1,0,0,1183,2500,207,34,8.275121630216509
3,33,1,1,0,0,1,470,1600,72,21,7.679713639966372
4,60,2,1,0,0,1,0,1100,0,17,7.0192966537150445
4,50,1,1,1,1,0,707,3700,30,47,8.408493774492896
4,57,2,2,2,0,1,834,1630,189,21,7.891704659330107
4,39,1,1,1,0,1,529,995,49,13,7.369600720526409
2,45,1,1,1,1,1,30,760,0,12,6.688354713946762
4,221,3,2,2,0,1,1980,4500,200,58,8.815666824946216
4,140,3,2,0,0,0,2500,1799,375,23,8.454892165218858
3,650,5,4,2,0,1,5718,9000,1431,116,9.69713966113932
4,210,5,4,1,0,1,0,15000,1667,226,9.734536214680345
0,100,4,2,3,0,1,1027,2600,238,35,8.268988209506656
3,220,3,3,2,0,0,2500,9000,367,116,9.3910773406399
4,42,1,1,0,0,1,400,1150,27,15,7.373374309910049
3,98,3,2,0,0,1,891,3000,185,39,8.32263709695394
3,150,3,1,2,0,1,3290,5200,710,68,9.134430777875833
4,170,3,3,4,0,1,0,3500,222,53,8.236420527265391
4,60,2,1,0,0,1,1,1610,0,25,7.400620577371135
4,120,3,4,2,0,1,187,3450,149,52,8.252967195000798
4,142,2,3,2,0,1,1400,3550,492,45,8.610319169405722
2,90,2,2,1,1,1,500,2500,84,37,8.046229101075378
4,140,3,3,2,0,1,2400,6000,500,77,9.102532419341877
3,26,1,1,0,0,1,325,1200,26,16,7.357556200910353
4,20,1,1,0,1,1,0,790,0,11,6.687108607866515
2,24,1,1,1,1,1,0,550,0,9,6.327936783729195
3,140,3,2,0,0,1,350,2900,194,38,8.155649270366002
0,134,4,2,3,1,1,650,3000,313,40,8.295049140435111
4,400,5,4,2,0,1,2675,2000,832,26,8.618666160346871
3,18,1,1,0,0,1,628,650,49,9,7.198183577101943
3,62,1,1,1,0,1,1550,2800,182,37,8.42726848388825
4,192,3,3,3,0,0,1790,6500,630,83,9.105424202026622
4,80,3,2,1,0,1,850,1790,128,23,7.934513463882263
2,38,1,1,1,0,1,350,2900,42,43,8.112527763478637
0,112,2,3,2,0,1,442,1400,92,19,7.577633832602728
3,15,1,1,0,1,1,500,1100,0,15,7.38770923908104
4,29,1,1,0,0,1,257,1043,0,14,7.181591944611865
0,55,2,1,1,0,1,200,1050,0,14,7.142827401161621
4,88,3,1,2,0,1,1900,2500,84,32,8.415603335654604
4,100,4,1,0,0,1,0,1600,100,25,7.453561871643373
0,92,3,2,1,0,1,268,1800,141,24,7.711548979629146
3,154,4,2,2,0,1,1850,4250,313,55,8.774776816043985
4,240,4,3,3,0,1,2850,12000,700,153,9.661479683575521
2,28,1,1,0,0,0,0,1340,4,20,7.21890970761906
